source_file,page_num,type,term,definition,canonical_id,raw_text,confidence
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,4,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,4,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,5,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,5,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 5",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,5,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,5,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,6,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,6,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 6",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,6,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,6,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,7,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,7,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 7",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,7,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,7,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,7,term_definition,"The notification shall
include the following","1. Name of licensee.
2. Type, number and date for issuing the trade license.
3. Registered address of licensee.
4. Description of business activity;
5. Data of owners, partners, and directors; and
6. Any other information required by the FTA.",the_notification_shall_include_the_following,"The notification shall
include the following : 1. Name of licensee.
2. Type, number and date for issuing the trade license.
3. Registered address of licensee.
4. Description of business activity;
5. Data of owners, partners, and directors; and
6. Any other information required by the FTA.",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,7,term_definition,"The notification shall
include the following","a. Name and address of the Legal Representative.
b. Name, address and Registration Number (if any) of the Taxable Person
represented by the Legal Representative.
c. Term of appointment in case of fixed term; and
d. Responsibilities of the Legal Representative.
2. The FTA may request any extra information on the appointment of the Legal",the_notification_shall_include_the_following,"The notification shall
include the following : a. Name and address of the Legal Representative.
b. Name, address and Registration Number (if any) of the Taxable Person
represented by the Legal Representative.
c. Term of appointment in case of fixed term; and
d. Responsibilities of the Legal Representative.
2. The FTA may request any extra information on the appointment of the Legal",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,8,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,8,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 8",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,8,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,8,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,9,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,9,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 9",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,9,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,9,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,10,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,10,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 10",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,10,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,10,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,10,term_definition,A natural Person who desires to be registered in the Register of Tax Agents shall,"a. Be a person of good conduct and reputation;
b. Have never been convicted of a felony or misdemeanor, even if he has been
rehabilitated;
c. Have the minimum level of the relevant education and experience in taxation,
accounting or law in any of the following forms:
1. Career experience of not less than (3) three years acquired throughout the
previous five years, and holding at least a bachelor or master degree
accredited in taxation, accounting or law from an educational institution
recognized by the competent authority in the State;",a_natural_person_who_desires_to_be_registered_in_the_register_of_tax_agents_shall,"A natural Person who desires to be registered in the Register of Tax Agents shall : a. Be a person of good conduct and reputation;
b. Have never been convicted of a felony or misdemeanor, even if he has been
rehabilitated;
c. Have the minimum level of the relevant education and experience in taxation,
accounting or law in any of the following forms:
1. Career experience of not less than (3) three years acquired throughout the
previous five years, and holding at least a bachelor or master degree
accredited in taxation, accounting or law from an educational institution
recognized by the competent authority in the State;",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,11,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,11,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 11",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,11,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,11,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,11,term_definition,A legal Person that desires to be registered in the Register of Tax Agents must,"a. Be licensed as an audit firm, tax office or law firm;
b. Have a professional liability insurance or be covered by the same under a
professional liability insurance contract, commensurate with the nature and
business volume of the Tax Agent;
c. Have one of partners or managers fulfilling all the conditions prescribed for a
natural Person, as set out in Clause (1) above, supervising the services provided
by the legal Person and not working for another legal Person or for its favour; and
d. Fulfill any additional conditions determined by the FTA.",a_legal_person_that_desires_to_be_registered_in_the_register_of_tax_agents_must,"A legal Person that desires to be registered in the Register of Tax Agents must : a. Be licensed as an audit firm, tax office or law firm;
b. Have a professional liability insurance or be covered by the same under a
professional liability insurance contract, commensurate with the nature and
business volume of the Tax Agent;
c. Have one of partners or managers fulfilling all the conditions prescribed for a
natural Person, as set out in Clause (1) above, supervising the services provided
by the legal Person and not working for another legal Person or for its favour; and
d. Fulfill any additional conditions determined by the FTA.",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,12,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,12,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 12",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,12,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,12,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,13,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,13,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 13",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,13,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,13,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,13,term_definition,"Person in the Register in any
of the following cases","a. If the Person fails to fulfill any of the conditions specified in Article (12) above;
or
b. If the registration will negatively affect the integrity of the tax system.
7. If the application is rejected, the FTA shall notify the applicant of the same within (5)
five Business Days from the date of the FTA’s rejection of the application.
8. The registration in the Register shall be for (3) three years from the date of registration
for a natural Person, and for one year from the date of registration for a legal Person.",person_in_the_register_in_any_of_the_following_cases,"Person in the Register in any
of the following cases : a. If the Person fails to fulfill any of the conditions specified in Article (12) above;
or
b. If the registration will negatively affect the integrity of the tax system.
7. If the application is rejected, the FTA shall notify the applicant of the same within (5)
five Business Days from the date of the FTA’s rejection of the application.
8. The registration in the Register shall be for (3) three years from the date of registration
for a natural Person, and for one year from the date of registration for a legal Person.",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,13,term_definition,FTA shall remove the Tax Agent from the Register in any of the following cases,"a. If The FTA finds that they are unable to carry out their functions or duties, or that
they no longer fulfil the conditions set out in Article (12) above;",fta_shall_remove_the_tax_agent_from_the_register_in_any_of_the_following_cases,"FTA shall remove the Tax Agent from the Register in any of the following cases : a. If The FTA finds that they are unable to carry out their functions or duties, or that
they no longer fulfil the conditions set out in Article (12) above;",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,14,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,14,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 14",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,14,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,14,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,14,term_definition,Tax Agent shall,"a. Assist the Person they represent before the FTA with regard to its Tax
obligations pursuant to the agreement concluded between them;
b. Keep any information obtained by the same in the course of performing their
functions as a Tax Agent confidential, without prejudice to any obligation to
disclose such information under law;
c. Continue fulfilling the requirements of their professional development
program, as determined by the FTA;
d. Refrain from participating in any action or plan that could lead to violating any
law by any Person, or that could negatively affect the integrity and safety of the
tax system; and",tax_agent_shall,"Tax Agent shall : a. Assist the Person they represent before the FTA with regard to its Tax
obligations pursuant to the agreement concluded between them;
b. Keep any information obtained by the same in the course of performing their
functions as a Tax Agent confidential, without prejudice to any obligation to
disclose such information under law;
c. Continue fulfilling the requirements of their professional development
program, as determined by the FTA;
d. Refrain from participating in any action or plan that could lead to violating any
law by any Person, or that could negatively affect the integrity and safety of the
tax system; and",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,15,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,15,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 15",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,15,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,15,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,15,term_definition,"FTA shall take into account
the following","a. The Tax Audit must be necessary to protect the impartiality and integrity of the
tax system;
b. The responsibility of the Person or any associated Person for compliance with
the Decree-Law or the Tax Law;
c. Tax revenues expected to be collected; and
d. Compliance burdens and administrative burdens on both the FTA and the
associated Person, pertaining to conducting the Tax Audit.
2. The FTA may apply a Tax Audit to a Person that had been audited, taking into
account the following:
a. Results of the previous Tax Audit; and
b. Any new information or data that would change the FTA’s situation.
3. FTA’s decision to conduct the Tax Audit shall be subject to the discretionary power
of the FTA, and no Person may object to or challenge such decision.",fta_shall_take_into_account_the_following,"FTA shall take into account
the following : a. The Tax Audit must be necessary to protect the impartiality and integrity of the
tax system;
b. The responsibility of the Person or any associated Person for compliance with
the Decree-Law or the Tax Law;
c. Tax revenues expected to be collected; and
d. Compliance burdens and administrative burdens on both the FTA and the
associated Person, pertaining to conducting the Tax Audit.
2. The FTA may apply a Tax Audit to a Person that had been audited, taking into
account the following:
a. Results of the previous Tax Audit; and
b. Any new information or data that would change the FTA’s situation.
3. FTA’s decision to conduct the Tax Audit shall be subject to the discretionary power
of the FTA, and no Person may object to or challenge such decision.",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,16,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,16,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 16",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,16,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,16,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,16,term_definition,"FTA
shall notify the Person in writing of the Tax Audit commencement to","a. A tenant occupying the Headquarters if he is present when the Tax Audit starts;
or
b. A Person who acts as a responsible officer at the Headquarters in the absence
of the Tenant who occupies the Headquarters.
3. If the FTA is convinced that the Notification of the Person of the Tax Audit by the
means referred to in this Article is useless, it may notify the Person by posting the
notice at a prominent place at the Headquarters where the Tax Audit will be
conducted.",fta_shall_notify_the_person_in_writing_of_the_tax_audit_commencement_to,"FTA
shall notify the Person in writing of the Tax Audit commencement to : a. A tenant occupying the Headquarters if he is present when the Tax Audit starts;
or
b. A Person who acts as a responsible officer at the Headquarters in the absence
of the Tenant who occupies the Headquarters.
3. If the FTA is convinced that the Notification of the Person of the Tax Audit by the
means referred to in this Article is useless, it may notify the Person by posting the
notice at a prominent place at the Headquarters where the Tax Audit will be
conducted.",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,17,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,17,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 17",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,17,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,17,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,17,term_definition,Tax Auditor may,"a. Take a copy of the documents;
b. Label the original documents and Assets to refer that they are undergoing
inspection;
c. Reserve documents and Assets;
d. Obtain information related to the Headquarters, Assets, documents and
accounting systems that have been audited and registered.
2. The Tax Auditor may impound any Assets or documents for periods determined
by him, in order to complete the Tax Audit.
3. If a document or asset is seized, pursuant to Paragraph (c) of Clause (1) above, the
FTA shall submit a report containing items seized within (10) ten Business Days",tax_auditor_may,"Tax Auditor may : a. Take a copy of the documents;
b. Label the original documents and Assets to refer that they are undergoing
inspection;
c. Reserve documents and Assets;
d. Obtain information related to the Headquarters, Assets, documents and
accounting systems that have been audited and registered.
2. The Tax Auditor may impound any Assets or documents for periods determined
by him, in order to complete the Tax Audit.
3. If a document or asset is seized, pursuant to Paragraph (c) of Clause (1) above, the
FTA shall submit a report containing items seized within (10) ten Business Days",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,18,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,18,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 18",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,18,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,18,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,18,term_definition,"FTA for any of
the following Persons","a. Owner of the document or Asset;
b. Tenant occupying the Headquarters in which the document or Asset has been
seized; or
c. Person where the document or asset was in his possession or under his control
immediately before being seized.
4. The report referred to in Clause (3) above shall include the following:
a. Purpose of the seizure on the document or Asset;
b. Nature and description of the document or Asset;
c. Place where the document or Asset is stored and the storage conditions; and
d. Expected period of seizure by the FTA.
5. The FTA may transfer, keep and store any documents or Assets that have been
seized under Clauses (1) and (2) above for the period required to complete the Tax",fta_for_any_of_the_following_persons,"FTA for any of
the following Persons : a. Owner of the document or Asset;
b. Tenant occupying the Headquarters in which the document or Asset has been
seized; or
c. Person where the document or asset was in his possession or under his control
immediately before being seized.
4. The report referred to in Clause (3) above shall include the following:
a. Purpose of the seizure on the document or Asset;
b. Nature and description of the document or Asset;
c. Place where the document or Asset is stored and the storage conditions; and
d. Expected period of seizure by the FTA.
5. The FTA may transfer, keep and store any documents or Assets that have been
seized under Clauses (1) and (2) above for the period required to complete the Tax",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,19,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,19,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 19",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,19,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,19,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,19,term_definition,FTA may,"a. Allow him to access to such document or asset under its supervision,
photocopy or scan the document or photo the original and present the
photograph or scanned copy to the relevant Person; or
b. Reject the application if it deems that it would compromise:
1. The Tax Audit;
2. A Tax Audit related to another Person;
3. Any investigation related to any of the documents or assets required to be
accessed; or
4. Any criminal proceedings related to the document or asset required to be
accessed.
9. Where the FTA needs to keep records and books for a longer period, exceeding the
period set out in Clause (3) or Article (3) above, it may seize and retain the same
for a period specified by it.",fta_may,"FTA may : a. Allow him to access to such document or asset under its supervision,
photocopy or scan the document or photo the original and present the
photograph or scanned copy to the relevant Person; or
b. Reject the application if it deems that it would compromise:
1. The Tax Audit;
2. A Tax Audit related to another Person;
3. Any investigation related to any of the documents or assets required to be
accessed; or
4. Any criminal proceedings related to the document or asset required to be
accessed.
9. Where the FTA needs to keep records and books for a longer period, exceeding the
period set out in Clause (3) or Article (3) above, it may seize and retain the same
for a period specified by it.",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,20,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,20,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 20",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,20,citation,,,74_2023_74_2023,No. (74) of 2023,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,20,citation,,,28_2022_28_2022,No. (28) of 2022,0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,20,term_definition,The FTA is not bound to provide the Person with the following,"a. Documents, data or information that could reveal any internal
correspondence or decisions taken by the FTA;
b. Any confidential documents, data or information belonging to another Person;
and
c. Any documents, data or information that may be in the possession of the",the_fta_is_not_bound_to_provide_the_person_with_the_following,"The FTA is not bound to provide the Person with the following : a. Documents, data or information that could reveal any internal
correspondence or decisions taken by the FTA;
b. Any confidential documents, data or information belonging to another Person;
and
c. Any documents, data or information that may be in the possession of the",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,20,term_definition,"It
shall include at least the following information of the relevant Person","a. Name and address;
b. Tax Registration Number, if any;
c. Tax Assessment reference number;
d. Type of Tax under assessment;",it_shall_include_at_least_the_following_information_of_the_relevant_person,"It
shall include at least the following information of the relevant Person : a. Name and address;
b. Tax Registration Number, if any;
c. Tax Assessment reference number;
d. Type of Tax under assessment;",0.98
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,21,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022",0.95
Cabinet Resolution No. (74) of 2023 on the Executive Regulations of Federal Decree-Law No. (28) of 2022 on Tax Procedures.pdf,21,citation,,,cabinet_resolution_federal_74_2023,"Cabinet Resolution No. (74) of 2023, on the Executive Regulations of Federal Decree-Law No. (28) of 2022 21",0.95
